date,arena,treatment,trial_start,mating_start,mating_end,pursuit_start,mating_duration,pursuit_duration,harassment_start,notes,
05-29-2022,9,low,10:37:11 AM,NA,NA,716,#VALUE!,#VALUE!,10:49:07 AM,replaced male,
05-29-2022,10,low,10:37:19 AM,NA,NA,23,#VALUE!,#VALUE!,10:37:42 AM,,
05-29-2022,11,low,10:37:57 AM,NA,NA,27,#VALUE!,#VALUE!,10:38:24 AM,,
05-29-2022,12,low,10:38:08 AM,NA,NA,59,#VALUE!,#VALUE!,10:39:07 AM,,
05-29-2022,13,low,10:38:12 AM,NA,NA,442,#VALUE!,#VALUE!,10:45:34 AM,,
05-29-2022,14,low,10:43:10 AM,NA,NA,2,#VALUE!,#VALUE!,10:43:12 AM,,
05-29-2022,15,low,10:42:27 AM,NA,NA,325,#VALUE!,#VALUE!,10:47:52 AM,,
05-29-2022,16,low,10:43:14 AM,NA,NA,25,#VALUE!,#VALUE!,10:43:39 AM,,
05-29-2022,17,low,10:43:15 AM,NA,NA,14,#VALUE!,#VALUE!,10:43:29 AM,,
05-29-2022,18,low,10:43:32 AM,NA,NA,42,#VALUE!,#VALUE!,10:44:14 AM,,
05-29-2022,19,low,10:43:51 AM,NA,NA,15,#VALUE!,#VALUE!,10:44:06 AM,,
05-29-2022,20,low,10:44:04 AM,NA,NA,141,#VALUE!,#VALUE!,10:46:25 AM,,
05-30-2022,1,high,10:52:46 AM,10:54:50 AM,10:56:33 AM,119,103,5,10:54:45 AM,,
05-30-2022,2,high,10:53:04 AM,11:20:35 AM,11:22:01 AM,165,86,1486,10:55:49 AM,,
05-30-2022,3,high,10:53:16 AM,10:58:38 AM,11:00:17 AM,25,99,297,10:53:41 AM,,
05-30-2022,4,high,10:53:34 AM,11:04:35 AM,11:05:53 AM,13,78,648,10:53:47 AM,,
05-30-2022,5,high,10:53:50 AM,10:54:08 AM,10:56:08 AM,16,120,2,10:54:06 AM,,
05-30-2022,6,high,10:57:17 AM,10:58:50 AM,11:00:45 AM,78,115,15,10:58:35 AM,,
05-30-2022,7,high,10:57:28 AM,11:00:20 AM,11:01:34 AM,128,74,44,10:59:36 AM,,
05-30-2022,8,high,10:57:35 AM,10:58:58 AM,10:59:50 AM,72,52,11,10:58:47 AM,,
05-30-2022,9,high,11:01:09 AM,11:03:20 AM,11:03:49 AM,49,29,82,11:01:58 AM,,
05-30-2022,10,high,11:01:21 AM,11:02:18 AM,11:03:42 AM,54,84,3,11:02:15 AM,,
05-30-2022,11,high,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,,
05-30-2022,12,high,11:03:15 AM,11:14:16 AM,11:15:30 AM,118,74,543,11:05:13 AM,,
05-30-2022,13,high,11:03:00 AM,11:08:27 AM,11:10:12 AM,61,105,266,11:04:01 AM,,
05-30-2022,14,high,11:04:55 AM,11:09:41 AM,11:11:51 AM,41,130,245,11:05:36 AM,,
05-30-2022,15,high,11:05:03 AM,11:06:32 AM,11:09:21 AM,30,169,59,11:05:33 AM,,
05-30-2022,16,high,11:07:23 AM,11:44:43 AM,11:45:56 AM,1680,73,560,11:35:23 AM,Added Male,
05-30-2022,17,high,11:07:42 AM,11:08:16 AM,11:09:48 AM,31,92,3,11:08:13 AM,,
05-30-2022,18,high,11:12:15 AM,11:14:26 AM,11:16:12 AM,38,106,93,11:12:53 AM,,
05-30-2022,19,high,11:12:17 AM,11:37:24 AM,11:39:27 AM,1504,123,3,11:37:21 AM,,
05-30-2022,20,high,11:12:23 AM,11:13:45 AM,11:15:45 AM,46,120,36,11:13:09 AM,,
05-30-2022,1,low,10:10:09 AM,NA,NA,145,#VALUE!,#VALUE!,10:12:34 AM,,
05-30-2022,2,low,10:10:13 AM,NA,NA,14,#VALUE!,#VALUE!,10:10:27 AM,,
05-30-2022,3,low,10:10:22 AM,NA,NA,108,#VALUE!,#VALUE!,10:12:10 AM,,
05-30-2022,4,low,10:10:38 AM,NA,NA,31,#VALUE!,#VALUE!,10:11:09 AM,,
05-30-2022,5,low,10:10:46 AM,NA,NA,25,#VALUE!,#VALUE!,10:11:11 AM,,
05-30-2022,6,low,10:14:52 AM,NA,NA,50,#VALUE!,#VALUE!,10:15:42 AM,,
05-30-2022,7,low,10:15:01 AM,NA,NA,227,#VALUE!,#VALUE!,10:18:48 AM,,
05-30-2022,8,low,10:15:17 AM,NA,NA,55,#VALUE!,#VALUE!,10:16:12 AM,,
05-30-2022,9,low,10:17:56 AM,NA,NA,25,#VALUE!,#VALUE!,10:18:21 AM,,
05-30-2022,10,low,10:18:14 AM,NA,NA,12,#VALUE!,#VALUE!,10:18:26 AM,,
05-30-2022,11,low,10:20:05 AM,NA,NA,56,#VALUE!,#VALUE!,10:21:01 AM,,
05-30-2022,12,low,10:20:18 AM,NA,NA,112,#VALUE!,#VALUE!,10:22:10 AM,,
05-30-2022,13,low,10:20:35 AM,NA,NA,106,#VALUE!,#VALUE!,10:22:21 AM,,
05-30-2022,14,low,10:22:31 AM,NA,NA,65,#VALUE!,#VALUE!,10:23:36 AM,,
05-30-2022,15,low,10:22:41 AM,NA,NA,28,#VALUE!,#VALUE!,10:23:09 AM,,
05-30-2022,16,low,10:23:16 AM,NA,NA,29,#VALUE!,#VALUE!,10:23:45 AM,,
05-30-2022,17,low,10:25:21 AM,NA,NA,111,#VALUE!,#VALUE!,10:27:12 AM,,
05-30-2022,18,low,10:25:23 AM,NA,NA,426,#VALUE!,#VALUE!,10:32:29 AM,,
05-30-2022,19,low,10:25:28 AM,NA,NA,644,#VALUE!,#VALUE!,10:36:12 AM,,
05-30-2022,20,low,10:25:00 AM,NA,NA,999,#VALUE!,#VALUE!,10:41:39 AM,Male replaced,
05-31-2022,1,high,10:09:01 AM,10:13:12 AM,10:14:51 AM,247,99,4,10:13:08 AM,,
05-31-2022,2,high,10:09:15 AM,10:09:38 AM,10:11:14 AM,19,96,4,10:09:34 AM,,
05-31-2022,3,high,10:09:28 AM,10:11:17 AM,10:15:23 AM,108,246,1,10:11:16 AM,,
05-31-2022,4,high,10:09:43 AM,10:10:35 AM,10:12:17 AM,51,102,1,10:10:34 AM,,
05-31-2022,5,high,10:09:57 AM,10:11:23 AM,10:12:31 AM,6,68,80,10:10:03 AM,,
05-31-2022,6,high,10:10:24 AM,10:25:19 AM,10:26:53 AM,26,94,869,10:10:50 AM,,
05-31-2022,7,high,10:11:05 AM,10:12:00 AM,10:13:43 AM,51,103,4,10:11:56 AM,,
05-31-2022,8,high,10:13:16 AM,10:13:33 AM,10:15:18 AM,15,105,2,10:13:31 AM,,
05-31-2022,9,high,10:13:36 AM,10:14:01 AM,10:16:46 AM,23,165,2,10:13:59 AM,,
05-31-2022,10,high,10:13:45 AM,10:20:37 AM,10:22:15 AM,270,98,142,10:18:15 AM,,
05-31-2022,11,high,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,,
05-31-2022,12,high,10:14:29 AM,10:15:41 AM,10:17:24 AM,38,103,34,10:15:07 AM,,
05-31-2022,13,high,10:14:40 AM,10:16:51 AM,10:18:43 AM,97,112,34,10:16:17 AM,,
05-31-2022,14,high,10:14:45 AM,10:33:42 AM,10:35:37 AM,109,115,1028,10:16:34 AM,2nd male added,
05-31-2022,15,high,10:15:54 AM,10:17:35 AM,10:19:09 AM,96,94,5,10:17:30 AM,,
05-31-2022,16,high,10:16:19 AM,10:23:05 AM,10:25:00 AM,10,115,396,10:16:29 AM,,
05-31-2022,17,high,10:16:21 AM,10:17:16 AM,10:18:52 AM,49,96,6,10:17:10 AM,,
05-31-2022,18,high,10:17:10 AM,10:18:31 AM,10:20:31 AM,80,120,1,10:18:30 AM,,
05-31-2022,19,high,10:17:41 AM,10:24:22 AM,10:25:33 AM,187,71,214,10:20:48 AM,,
05-31-2022,20,high,10:17:49 AM,10:28:17 AM,10:30:19 AM,563,122,65,10:27:12 AM,replaced male,
05-31-2022,1,low,10:38:23 AM,NA,NA,46,#VALUE!,#VALUE!,10:39:09 AM,,
05-31-2022,2,low,10:38:31 AM,NA,NA,33,#VALUE!,#VALUE!,10:39:04 AM,,
05-31-2022,3,low,10:38:39 AM,NA,NA,112,#VALUE!,#VALUE!,10:40:31 AM,,
05-31-2022,4,low,10:38:48 AM,NA,NA,10,#VALUE!,#VALUE!,10:38:58 AM,,
05-31-2022,5,low,10:39:01 AM,NA,NA,38,#VALUE!,#VALUE!,10:39:39 AM,,
05-31-2022,6,low,10:39:16 AM,NA,NA,58,#VALUE!,#VALUE!,10:40:14 AM,,
05-31-2022,7,low,10:39:22 AM,NA,NA,236,#VALUE!,#VALUE!,10:43:18 AM,,
05-31-2022,8,low,10:40:02 AM,NA,NA,108,#VALUE!,#VALUE!,10:41:50 AM,,
05-31-2022,9,low,10:42:13 AM,NA,NA,544,#VALUE!,#VALUE!,10:51:17 AM,,
05-31-2022,10,low,10:42:18 AM,NA,NA,42,#VALUE!,#VALUE!,10:43:00 AM,,
05-31-2022,11,low,10:43:36 AM,NA,NA,18,#VALUE!,#VALUE!,10:43:54 AM,,
05-31-2022,12,low,10:43:41 AM,NA,NA,64,#VALUE!,#VALUE!,10:44:45 AM,,
05-31-2022,13,low,10:43:48 AM,NA,NA,22,#VALUE!,#VALUE!,10:44:10 AM,,
05-31-2022,14,low,10:44:05 AM,NA,NA,151,#VALUE!,#VALUE!,10:46:36 AM,,
05-31-2022,15,low,10:44:47 AM,NA,NA,57,#VALUE!,#VALUE!,10:45:44 AM,,
05-31-2022,16,low,10:45:46 AM,NA,NA,345,#VALUE!,#VALUE!,10:51:31 AM,,
05-31-2022,17,low,10:45:54 AM,NA,NA,280,#VALUE!,#VALUE!,10:50:34 AM,,
05-31-2022,18,low,10:46:49 AM,NA,NA,45,#VALUE!,#VALUE!,10:47:34 AM,,
05-31-2022,19,low,10:47:23 AM,NA,NA,17,#VALUE!,#VALUE!,10:47:40 AM,,
05-31-2022,20,low,10:47:42 AM,NA,NA,48,#VALUE!,#VALUE!,10:48:30 AM,,
06-01-2022,1,high,11:07:54 AM,11:41:04 AM,11:41:42 AM,61,38,1929,11:08:55 AM,2nd male added,
06-01-2022,2,high,11:07:41 AM,11:14:38 AM,11:15:07 AM,312,29,105,11:12:53 AM,,
06-01-2022,3,high,11:08:00 AM,11:10:13 AM,11:15:06 AM,72,293,61,11:09:12 AM,,
06-01-2022,4,high,11:08:12 AM,11:09:49 AM,11:10:45 AM,61,56,36,11:09:13 AM,,
06-01-2022,5,high,11:08:15 AM,11:09:20 AM,11:10:22 AM,59,62,6,11:09:14 AM,,
06-01-2022,6,high,11:08:25 AM,11:10:58 AM,11:11:25 AM,22,27,131,11:08:47 AM,,
06-01-2022,7,high,11:12:15 AM,11:13:52 AM,11:14:45 AM,64,53,33,11:13:19 AM,,
06-01-2022,8,high,11:12:38 AM,11:17:15 AM,11:18:20 AM,276,65,1,11:17:14 AM,,
06-01-2022,9,high,11:12:39 AM,11:12:48 AM,11:13:31 AM,7,43,2,11:12:46 AM,,
06-01-2022,10,high,11:12:40 AM,11:19:15 AM,11:20:29 AM,280,74,115,11:17:20 AM,,
06-01-2022,11,high,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,,
06-01-2022,12,high,11:22:38 AM,11:35:54 AM,11:38:21 AM,173,147,623,11:25:31 AM,,
06-01-2022,13,high,11:22:52 AM,11:25:59 AM,11:27:10 AM,1,71,186,11:22:53 AM,,
06-01-2022,14,high,11:17:24 AM,11:17:34 AM,11:23:32 AM,9,358,1,11:17:33 AM,,
06-01-2022,15,high,11:17:25 AM,11:19:43 AM,11:20:40 AM,130,57,8,11:19:35 AM,,
06-01-2022,16,high,11:17:28 AM,11:20:19 AM,11:21:54 AM,149,95,22,11:19:57 AM,,
06-01-2022,17,high,11:23:11 AM,11:25:03 AM,11:25:48 AM,8,45,104,11:23:19 AM,,
06-01-2022,18,high,11:23:21 AM,11:24:59 AM,11:26:23 AM,43,84,55,11:24:04 AM,,
06-01-2022,19,high,11:23:47 AM,11:30:00 AM,11:32:46 AM,70,166,303,11:24:57 AM,,
06-01-2022,20,high,11:23:52 AM,11:53:59 AM,11:54:36 AM,1009,37,798,11:40:41 AM,2nd male added,
06-01-2022,1,low,10:07:37 AM,10:12:36 AM,10:13:57 AM,236,81,63,10:11:33 AM,,
06-01-2022,2,low,10:07:45 AM,10:09:27 AM,10:10:42 AM,98,75,4,10:09:23 AM,,
06-01-2022,3,low,10:07:59 AM,10:09:31 AM,10:10:18 AM,22,47,70,10:08:21 AM,,
06-01-2022,4,low,10:08:10 AM,10:50:43 AM,10:51:45 AM,280,62,2273,10:12:50 AM,,
06-01-2022,5,low,10:08:18 AM,10:57:14 AM,10:58:09 AM,201,55,2735,10:11:39 AM,replaced male at 10:38:05 AM,
06-01-2022,6,low,10:08:35 AM,10:30:47 AM,10:31:41 AM,89,54,1243,10:10:04 AM,,
06-01-2022,7,low,10:13:25 AM,10:15:23 AM,10:16:56 AM,85,93,33,10:14:50 AM,,
06-01-2022,8,low,10:13:29 AM,10:14:58 AM,10:15:52 AM,80,54,9,10:14:49 AM,,
06-01-2022,9,low,10:17:44 AM,10:19:40 AM,10:20:35 AM,114,55,2,10:19:38 AM,,
06-01-2022,10,low,10:18:15 AM,10:19:14 AM,10:20:33 AM,4,79,55,10:18:19 AM,,
06-01-2022,11,low,10:22:05 AM,10:38:21 AM,10:39:08 AM,54,47,922,10:22:59 AM,,
06-01-2022,12,low,10:22:06 AM,11:36:30 AM,11:40:09 AM,59,219,4405,10:23:05 AM,2nd male added,
06-01-2022,13,low,10:22:07 AM,10:48:00 AM,10:48:36 AM,54,36,1499,10:23:01 AM,,
06-01-2022,14,low,10:26:29 AM,10:28:03 AM,10:31:18 AM,78,195,16,10:27:47 AM,,
06-01-2022,15,low,10:32:19 AM,10:55:25 AM,10:56:17 AM,289,52,1097,10:37:08 AM,,
06-01-2022,16,low,10:32:30 AM,10:35:20 AM,10:36:16 AM,169,56,1,10:35:19 AM,,
06-01-2022,17,low,10:32:37 AM,10:33:53 AM,10:34:56 AM,19,63,57,10:32:56 AM,,
06-01-2022,18,low,10:33:15 AM,10:43:46 AM,10:44:20 AM,66,34,565,10:34:21 AM,,
06-01-2022,19,low,10:33:18 AM,11:05:11 AM,11:06:28 AM,40,77,1873,10:33:58 AM,,
06-01-2022,20,low,10:33:32 AM,10:48:26 AM,10:50:06 AM,50,100,844,10:34:22 AM,,
06-02-2022,1,high,10:05:45 AM,10:07:05 AM,10:10:09 AM,57,184,23,10:06:42 AM,,
06-02-2022,2,high,10:05:57 AM,10:07:39 AM,10:10:10 AM,52,151,50,10:06:49 AM,,
06-02-2022,3,high,10:06:17 AM,10:10:21 AM,10:11:09 AM,12,48,232,10:06:29 AM,,
06-02-2022,4,high,10:06:18 AM,10:07:13 AM,10:10:17 AM,39,184,16,10:06:57 AM,,
06-02-2022,5,high,10:06:32 AM,10:08:15 AM,10:10:12 AM,25,117,78,10:06:57 AM,,
06-02-2022,6,high,10:06:52 AM,10:20:33 AM,10:24:14 AM,9,221,812,10:07:01 AM,,
06-02-2022,7,high,10:07:15 AM,10:12:16 AM,10:13:57 AM,293,101,8,10:12:08 AM,,
06-02-2022,8,high,10:08:29 AM,10:11:02 AM,10:12:39 AM,151,97,2,10:11:00 AM,,
06-02-2022,9,high,10:13:59 AM,10:14:50 AM,10:16:51 AM,50,121,1,10:14:49 AM,,
06-02-2022,10,high,10:14:46 AM,10:22:14 AM,10:24:46 AM,447,152,1,10:22:13 AM,,
06-02-2022,11,high,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,,
06-02-2022,12,high,10:15:14 AM,10:16:22 AM,10:18:10 AM,37,108,31,10:15:51 AM,,
06-02-2022,13,high,10:15:15 AM,10:15:43 AM,10:18:09 AM,18,146,10,10:15:33 AM,,
06-02-2022,14,high,10:17:34 AM,10:21:01 AM,10:21:24 AM,12,23,195,10:17:46 AM,,
06-02-2022,15,high,10:17:36 AM,10:17:57 AM,10:18:57 AM,20,60,1,10:17:56 AM,,
06-02-2022,16,high,10:17:41 AM,10:27:20 AM,10:28:39 AM,351,79,228,10:23:32 AM,2nd male added,
06-02-2022,17,high,10:17:52 AM,10:20:14 AM,10:21:12 AM,76,58,66,10:19:08 AM,,
06-02-2022,18,high,10:18:02 AM,10:22:46 AM,10:23:42 AM,34,56,250,10:18:36 AM,,
06-02-2022,19,high,10:18:15 AM,10:22:21 AM,10:24:42 AM,61,141,185,10:19:16 AM,,
06-02-2022,20,high,10:13:30 AM,10:15:03 AM,10:16:13 AM,48,70,45,10:14:18 AM,female in 20 escaped to arena 5,
06-02-2022,1,low,10:29:29 AM,NA,NA,1026,#VALUE!,#VALUE!,10:46:35 AM,,
06-02-2022,2,low,10:29:40 AM,NA,NA,309,#VALUE!,#VALUE!,10:34:49 AM,,
06-02-2022,3,low,10:29:52 AM,NA,NA,1427,#VALUE!,#VALUE!,10:53:39 AM,replaced male,
06-02-2022,4,low,10:30:05 AM,NA,NA,13,#VALUE!,#VALUE!,10:30:18 AM,,
06-02-2022,5,low,10:30:22 AM,NA,NA,273,#VALUE!,#VALUE!,10:34:55 AM,,
06-02-2022,6,low,10:30:42 AM,NA,NA,116,#VALUE!,#VALUE!,10:32:38 AM,,
06-02-2022,7,low,10:31:02 AM,NA,NA,1157,#VALUE!,#VALUE!,10:50:19 AM,,
06-02-2022,8,low,10:31:26 AM,NA,NA,551,#VALUE!,#VALUE!,10:40:37 AM,,
06-02-2022,9,low,10:32:03 AM,NA,NA,211,#VALUE!,#VALUE!,10:35:34 AM,,
06-02-2022,10,low,10:32:24 AM,NA,NA,525,#VALUE!,#VALUE!,10:41:09 AM,,
06-02-2022,11,low,10:39:06 AM,NA,NA,63,#VALUE!,#VALUE!,10:40:09 AM,,
06-02-2022,12,low,10:39:07 AM,NA,NA,132,#VALUE!,#VALUE!,10:41:19 AM,,
06-02-2022,13,low,10:39:29 AM,NA,NA,202,#VALUE!,#VALUE!,10:42:51 AM,,
06-02-2022,14,low,10:39:41 AM,NA,NA,39,#VALUE!,#VALUE!,10:40:20 AM,,
06-02-2022,15,low,10:42:24 AM,NA,NA,151,#VALUE!,#VALUE!,10:44:55 AM,,
06-02-2022,16,low,10:43:41 AM,NA,NA,70,#VALUE!,#VALUE!,10:44:51 AM,,
06-02-2022,17,low,10:44:04 AM,NA,NA,294,#VALUE!,#VALUE!,10:48:58 AM,,
06-02-2022,18,low,10:44:47 AM,NA,NA,513,#VALUE!,#VALUE!,10:53:20 AM,replaced male,
06-02-2022,19,low,10:44:58 AM,NA,NA,200,#VALUE!,#VALUE!,10:48:18 AM,,
06-02-2022,20,low,10:45:14 AM,NA,NA,254,#VALUE!,#VALUE!,10:49:28 AM,,
06-03-2022,1,high,10:42:27 AM,10:50:46 AM,10:51:55 AM,438,69,61,10:49:45 AM,,
06-03-2022,2,high,10:42:52 AM,10:44:28 AM,10:45:47 AM,89,79,7,10:44:21 AM,,
06-03-2022,3,high,10:43:01 AM,10:56:30 AM,10:57:10 AM,150,40,659,10:45:31 AM,,
06-03-2022,4,high,10:43:21 AM,10:44:51 AM,10:46:05 AM,21,74,69,10:43:42 AM,,
06-03-2022,5,high,10:43:28 AM,10:44:58 AM,10:45:59 AM,13,61,77,10:43:41 AM,,
06-03-2022,6,high,10:43:33 AM,10:45:33 AM,10:46:50 AM,99,77,21,10:45:12 AM,,
06-03-2022,7,high,10:47:41 AM,10:51:05 AM,10:52:03 AM,80,58,124,10:49:01 AM,,
06-03-2022,8,high,10:47:47 AM,11:23:00 AM,11:24:41 AM,316,101,1797,10:53:03 AM,2nd male added,
06-03-2022,9,high,10:47:54 AM,10:49:25 AM,10:51:19 AM,38,114,53,10:48:32 AM,,
06-03-2022,10,high,10:48:08 AM,10:48:15 AM,10:49:23 AM,5,68,2,10:48:13 AM,,
06-03-2022,11,high,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,,
06-03-2022,12,high,10:48:25 AM,10:51:01 AM,10:51:53 AM,113,52,43,10:50:18 AM,,
06-03-2022,13,high,10:48:35 AM,11:03:43 AM,11:05:24 AM,904,101,4,11:03:39 AM,,
06-03-2022,14,high,10:53:20 AM,11:07:14 AM,11:07:54 AM,10,40,824,10:53:30 AM,,
06-03-2022,15,high,10:53:32 AM,10:53:52 AM,10:55:26 AM,16,94,4,10:53:48 AM,,
06-03-2022,16,high,10:54:30 AM,11:03:26 AM,11:05:35 AM,39,129,497,10:55:09 AM,,
06-03-2022,17,high,10:54:31 AM,10:55:49 AM,10:56:47 AM,16,58,62,10:54:47 AM,,
06-03-2022,18,high,10:54:32 AM,10:56:23 AM,10:57:31 AM,110,68,1,10:56:22 AM,,
06-03-2022,19,high,10:54:42 AM,11:02:15 AM,11:10:58 AM,12,523,441,10:54:54 AM,,
06-03-2022,20,high,10:55:05 AM,11:02:20 AM,11:03:46 AM,2,86,433,10:55:07 AM,,
06-03-2022,1,low,10:12:18 AM,NA,NA,88,#VALUE!,#VALUE!,10:13:46 AM,,
06-03-2022,2,low,10:12:29 AM,NA,NA,776,#VALUE!,#VALUE!,10:25:25 AM,,
06-03-2022,3,low,10:12:34 AM,NA,NA,99,#VALUE!,#VALUE!,10:14:13 AM,,
06-03-2022,4,low,10:12:46 AM,NA,NA,97,#VALUE!,#VALUE!,10:14:23 AM,,
06-03-2022,5,low,10:12:51 AM,NA,NA,89,#VALUE!,#VALUE!,10:14:20 AM,,
06-03-2022,6,low,10:13:07 AM,NA,NA,68,#VALUE!,#VALUE!,10:14:15 AM,,
06-03-2022,7,low,10:15:12 AM,NA,NA,58,#VALUE!,#VALUE!,10:16:10 AM,,
06-03-2022,8,low,10:15:16 AM,NA,NA,246,#VALUE!,#VALUE!,10:19:22 AM,,
06-03-2022,9,low,10:19:25 AM,NA,NA,356,#VALUE!,#VALUE!,10:25:21 AM,,
06-03-2022,10,low,10:19:34 AM,NA,NA,71,#VALUE!,#VALUE!,10:20:45 AM,,
06-03-2022,11,low,10:20:11 AM,NA,NA,76,#VALUE!,#VALUE!,10:21:27 AM,,
06-03-2022,12,low,10:20:15 AM,NA,NA,76,#VALUE!,#VALUE!,10:21:31 AM,,
06-03-2022,13,low,10:20:52 AM,NA,NA,75,#VALUE!,#VALUE!,10:22:07 AM,,
06-03-2022,14,low,10:21:02 AM,NA,NA,-2,#VALUE!,#VALUE!,10:21:00 AM,,
06-03-2022,15,low,10:26:14 AM,NA,NA,32,#VALUE!,#VALUE!,10:26:46 AM,,
06-03-2022,16,low,10:26:37 AM,NA,NA,177,#VALUE!,#VALUE!,10:29:34 AM,,
06-03-2022,17,low,10:26:40 AM,NA,NA,183,#VALUE!,#VALUE!,10:29:43 AM,,
06-03-2022,18,low,10:27:07 AM,NA,NA,14,#VALUE!,#VALUE!,10:27:21 AM,,
06-03-2022,19,low,10:27:08 AM,NA,NA,127,#VALUE!,#VALUE!,10:29:15 AM,,
06-03-2022,20,low,10:27:09 AM,NA,NA,122,#VALUE!,#VALUE!,10:29:11 AM,,
06-04-2022,1,high,10:08:52 AM,10:26:54 AM,10:29:19 AM,1081,145,1,10:26:53 AM,,
06-04-2022,2,high,10:08:53 AM,10:09:20 AM,10:10:33 AM,14,73,13,10:09:07 AM,,
06-04-2022,3,high,10:09:08 AM,10:20:24 AM,10:21:40 AM,181,76,495,10:12:09 AM,,
06-04-2022,4,high,10:09:10 AM,10:17:14 AM,10:28:11 AM,339,657,145,10:14:49 AM,end time off,
06-04-2022,5,high,10:09:15 AM,10:10:47 AM,10:11:54 AM,23,67,69,10:09:38 AM,,
06-04-2022,6,high,10:09:27 AM,10:27:48 AM,10:29:17 AM,1026,89,75,10:26:33 AM,,
06-04-2022,7,high,10:10:06 AM,10:15:37 AM,10:16:56 AM,54,79,277,10:11:00 AM,,
06-04-2022,8,high,10:11:44 AM,10:19:52 AM,10:21:45 AM,463,113,25,10:19:27 AM,,
06-04-2022,9,high,10:11:56 AM,10:12:24 AM,10:12:58 AM,26,34,2,10:12:22 AM,,
06-04-2022,10,high,10:13:47 AM,10:18:13 AM,10:20:10 AM,264,117,2,10:18:11 AM,,
06-04-2022,11,high,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,,
06-04-2022,12,high,10:23:49 AM,10:27:28 AM,10:28:54 AM,214,86,5,10:27:23 AM,,
06-04-2022,13,high,10:25:02 AM,10:29:45 AM,10:31:43 AM,280,118,3,10:29:42 AM,,
06-04-2022,14,high,10:25:53 AM,10:27:02 AM,10:28:26 AM,36,84,33,10:26:29 AM,,
06-04-2022,15,high,10:25:53 AM,10:27:53 AM,10:29:25 AM,47,92,73,10:26:40 AM,,
06-04-2022,16,high,10:26:45 AM,10:28:19 AM,10:29:53 AM,34,94,60,10:27:19 AM,,
06-04-2022,17,high,10:31:31 AM,10:37:03 AM,10:38:06 AM,27,63,305,10:31:58 AM,,
06-04-2022,18,high,10:31:46 AM,10:32:58 AM,10:34:25 AM,64,87,8,10:32:50 AM,,
06-04-2022,19,high,10:32:42 AM,10:32:45 AM,10:34:07 AM,2,82,1,10:32:44 AM,,
06-04-2022,20,high,10:33:15 AM,10:33:23 AM,10:34:33 AM,1,70,7,10:33:16 AM,,
06-04-2022,1,low,10:41:54 AM,NA,NA,38,#VALUE!,#VALUE!,10:42:32 AM,,
06-04-2022,2,low,10:41:58 AM,NA,NA,85,#VALUE!,#VALUE!,10:43:23 AM,,
06-04-2022,3,low,10:42:02 AM,NA,NA,31,#VALUE!,#VALUE!,10:42:33 AM,,
06-04-2022,4,low,10:42:10 AM,NA,NA,1034,#VALUE!,#VALUE!,10:59:24 AM,,
06-04-2022,5,low,10:43:03 AM,NA,NA,56,#VALUE!,#VALUE!,10:43:59 AM,,
06-04-2022,6,low,10:43:06 AM,NA,NA,394,#VALUE!,#VALUE!,10:49:40 AM,,
06-04-2022,7,low,10:43:32 AM,NA,NA,445,#VALUE!,#VALUE!,10:50:57 AM,,
06-04-2022,8,low,10:48:19 AM,NA,NA,43,#VALUE!,#VALUE!,10:49:02 AM,,
06-04-2022,9,low,10:48:34 AM,NA,NA,35,#VALUE!,#VALUE!,10:49:09 AM,,
06-04-2022,10,low,10:48:38 AM,NA,NA,2214,#VALUE!,#VALUE!,11:25:32 AM,,
06-04-2022,11,low,10:52:34 AM,NA,NA,306,#VALUE!,#VALUE!,10:57:40 AM,,
06-04-2022,12,low,10:52:35 AM,NA,NA,107,#VALUE!,#VALUE!,10:54:22 AM,,
06-04-2022,13,low,10:52:53 AM,NA,NA,1515,#VALUE!,#VALUE!,11:18:08 AM,,
06-04-2022,14,low,10:53:37 AM,NA,NA,57,#VALUE!,#VALUE!,10:54:34 AM,,
06-04-2022,15,low,11:00:10 AM,NA,NA,961,#VALUE!,#VALUE!,11:16:11 AM,,
06-04-2022,16,low,10:59:01 AM,NA,NA,350,#VALUE!,#VALUE!,11:04:51 AM,,
06-04-2022,17,low,10:59:04 AM,NA,NA,698,#VALUE!,#VALUE!,11:10:42 AM,,
06-04-2022,18,low,10:59:50 AM,NA,NA,859,#VALUE!,#VALUE!,11:14:09 AM,,
06-04-2022,19,low,11:00:22 AM,NA,NA,19,#VALUE!,#VALUE!,11:00:41 AM,possible insemination,
06-04-2022,20,low,11:02:16 AM,NA,NA,1637,#VALUE!,#VALUE!,11:29:33 AM,,
06-05-2022,1,high,10:51:37 AM,10:51:53 AM,10:54:19 AM,11,146,5,10:51:48 AM,end time off,
06-05-2022,2,high,10:51:59 AM,10:54:18 AM,10:55:56 AM,77,98,62,10:53:16 AM,,
06-05-2022,3,high,10:52:00 AM,10:55:44 AM,10:56:52 AM,94,68,130,10:53:34 AM,,
06-05-2022,4,high,10:52:11 AM,11:21:35 AM,11:22:55 AM,57,80,1707,10:53:08 AM,,
